experiment_id,accuracy,precision,recall,timestamp
1,0.8086166344657351,0.8439720255386294,0.5484682183528883,2025-03-01T02:14:28.883828
2,0.9757071488588757,0.6319731866981185,0.9241998661393963,2025-01-03T07:28:24.852861
3,0.9122782431253075,0.6614189113559532,0.7374686150504929,2025-01-26T10:00:42.825112
4,0.8736109604171406,0.9414505916402901,0.8884350090706385,2025-01-21T15:04:43.950330
5,0.7452454057283066,0.8304430426706442,0.6504233124843876,2025-03-10T01:29:05.155537
6,0.7452384108974988,0.6034948796143192,0.9208959173932142,2025-03-04T12:54:42.322495
7,0.7168442475287778,0.6385591862890921,0.6829247890050566,2025-03-24T10:50:38.832847
8,0.9511910822747311,0.8521306722610612,0.5050936961957402,2025-01-09T00:49:45.626287
9,0.8743233534055306,0.6019234018615631,0.9255295289170539,2025-02-08T23:49:04.047028
10,0.9053410475608532,0.6611070595386495,0.5429047380894828,2025-01-03T18:05:23.616083
11,0.7059695033457827,0.8085188399593027,0.6500774096674949,2025-01-21T04:56:11.537055
12,0.9812738571269783,0.8629201751232234,0.9465291245138783,2025-02-16T16:52:20.184881
13,0.9414083658321223,0.8477452786109881,0.9467853590606513,2025-01-03T10:51:23.322757
14,0.7615783420967001,0.6852223375950127,0.7695158074179445,2025-01-19T09:01:10.720859
15,0.7527292404900592,0.8706281041120636,0.7969634897198057,2025-03-02T01:26:10.613520
16,0.7531873078574958,0.690154653248784,0.7107693953298103,2025-02-20T08:40:26.391720
17,0.7882302504582659,0.7236518853005217,0.6378090626980903,2025-01-21T08:56:05.240805
18,0.8521793651733489,0.8836667339448492,0.6544723363238605,2025-02-24T10:59:04.472719
19,0.8252640554062135,0.8468605016379416,0.816083674356208,2025-03-16T19:18:27.123832
20,0.7844564506574321,0.9227048959877876,0.8536160288357096,2025-01-01T14:24:51.029828
21,0.87743733946949,0.8498928990741305,0.8720421505511488,2025-03-16T11:17:52.523445
22,0.740453219589092,0.8159572692674792,0.8711205271134403,2025-03-06T12:27:54.817387
23,0.7847219480752132,0.6355964117746751,0.5428668684328845,2025-02-01T10:40:18.374022
24,0.8062449345551705,0.7397320051625847,0.7323775432102133,2025-01-15T08:51:06.335438
25,0.8322602954229404,0.7007768997190557,0.5270526172078228,2025-03-30T11:05:15.693221
26,0.927701028803974,0.6927160644840518,0.7582785746921556,2025-02-01T02:33:46.323439
27,0.7579053968259243,0.9697440108059293,0.7075193356454872,2025-01-09T13:42:33.207642
28,0.8491279871399473,0.7493771353733689,0.9172209658964009,2025-01-09T22:30:56.960368
29,,0.938977690967303,0.664930055899477,2025-03-20T07:43:58.269142
30,0.7134706196887993,0.8398326778789599,0.5550214977209748,2025-02-25T19:03:26.862491
31,0.8761880070514171,0.9020282953458264,0.5672060905648328,2025-03-16T14:12:04.744182
32,0.7494519958693145,0.791002095379973,0.8579099969072119,2025-03-09T10:32:12.451390
33,0.718864961965731,0.8192234761580165,0.7905624897586426,2025-02-19T13:20:52.079296
34,0.9751768058034667,0.7871567236511683,0.5475276577777114,2025-03-31T22:21:34.854476
35,0.9800332895916222,0.6741923353632568,0.5395301988740487,2025-02-04T23:35:05.775224
36,0.9344352309537737,0.874531803799372,0.8294554917857864,2025-02-21T00:25:11.398925
37,0.7883379930602775,0.7066934977275252,0.534198612991171,2025-03-18T15:36:36.357536
38,0.7283249130618513,0.6092400672439524,0.8862742278664674,2025-02-27T03:52:11.159368
39,0.8984275776885254,0.8452794724447238,0.8319338467635532,2025-03-21T15:15:21.927619
40,0.8276442231844844,0.6673020581746786,0.5382339269016929,2025-02-23T08:33:37.738008
41,0.7353910881049858,0.9573742620541074,0.5398737256200402,2025-03-07T02:43:56.310364
42,0.8436013039322683,0.9624928592609832,0.9637206018955524,2025-01-05T05:38:16.659814
43,0.7099726711234133,0.9476484682837705,0.6759072740053765,2025-01-22T01:28:32.807593
44,0.9637029166028468,0.7406603060970689,0.6742018091214387,2025-01-27T17:51:33.146864
45,0.7750461946640048,0.6058735142809696,0.8820157966110261,2025-01-08T08:58:39.705869
46,0.8921314624626547,0.9527610537833356,0.9452068313704136,2025-01-22T12:19:39.124989
47,0.7903962120659291,0.7627099763605795,0.9634204999967493,2025-01-10T08:01:12.072492
48,0.8508197261415651,0.9673288312365944,0.8540877470717025,2025-01-26T16:32:32.229196
49,0.858545981009551,0.9661755912939161,0.6768420051995304,2025-02-28T17:56:27.087500
50,0.7536077921024028,0.9241435930775969,0.5392453368483743,2025-02-03T17:11:37.024521
51,0.981179542051722,0.7118905789864426,0.8652590504858952,2025-02-04T05:03:25.808815
52,0.9247885187747232,0.7463371368687316,0.7624499973758283,2025-01-20T08:41:03.149516
53,0.9724546930536149,0.9234319351764056,0.6993843443460789,2025-01-25T16:09:13.567407
54,0.9594999316240181,0.7204303619593855,0.9259865609945259,2025-03-28T13:29:21.149129
55,0.8733909938552147,0.6644072437407151,0.5522628166838911,2025-03-01T21:20:06.374666
56,0.9673435281567039,0.811584479734173,0.7315337990167038,2025-02-26T07:02:44.279679
57,0.7256628255950566,0.9557388141810967,0.505336213040687,2025-01-16T19:35:00.861448
58,0.7568350301015521,0.8644913227364898,0.7202705017372394,2025-03-09T09:11:41.762075
59,0.713115913784056,0.8166232446339586,0.5264625395704635,2025-01-16T02:25:29.532688
60,0.7943457959213466,0.636927067632892,0.5558444206459938,2025-02-05T01:37:40.253673
61,0.8127164140099498,0.8337027461456845,0.5552373359852393,2025-04-02T10:45:05.479706
62,0.7786912192144297,0.9762204630396201,0.8051288419945498,2025-03-01T03:30:43.842493
63,0.9403338776540595,0.6532319257898791,0.8506410932547489,2025-02-21T11:18:29.479152
64,0.8034584647411409,0.79696526789822,0.774183319595665,2025-03-05T06:27:59.802120
65,0.7814710078093404,0.933401767332623,0.9522210977830347,2025-03-19T21:26:09.455403
66,0.857381864115892,0.8814920747465976,0.6761891723761408,2025-03-13T17:09:32.277718
67,0.7408680252426811,0.8648659815782018,0.6342846805524746,2025-01-22T04:01:33.654048
68,0.9326371244186715,0.8669439519151015,0.9082415902490463,2025-01-03T23:11:52.711415
69,0.7216196866671335,0.736606637463507,0.6050900441041427,2025-01-30T03:40:16.564567
70,0.98619721161415,0.7115649008205075,0.9527145935370873,2025-01-25T17:50:46.369115
71,0.9239509830960306,0.9075572390818352,0.5057126031042137,2025-01-20T11:57:27.159172
72,0.7576275476449099,0.9078430899780887,0.9558430485525903,2025-03-29T03:21:46.827724
73,0.7016014139658446,0.9294874810604394,0.5202851586167708,2025-03-22T23:46:24.292786
74,0.9364838142519019,0.9470314099714591,0.9188372634380934,2025-01-30T01:57:07.040807
75,0.904988629715809,,0.7480195212705609,2025-03-02T13:45:19.781661
76,0.9114120787318863,0.7905761919811358,0.9666934541760711,2025-02-06T13:30:25.382681
77,0.9236684005389243,0.9033521680073745,0.5346843854256375,2025-03-26T12:27:22.098109
78,0.7214729490028862,0.8469862936955508,0.7603115136686207,2025-02-12T09:43:41.459614
79,0.803955061277839,0.8667474133579273,0.9555721917409765,2025-01-25T11:30:04.293367
80,,0.9024012143857184,0.7458559867599699,2025-01-23T19:01:01.211707
81,0.9502999935039221,0.9382020298906751,0.7958173599235734,2025-02-21T21:06:29.261572
82,0.8807564567799918,0.7284381596035836,0.8270018838227701,2025-01-25T06:45:28.423328
83,0.7959604272072682,0.7427215220031788,0.7136343004408534,2025-02-24T00:36:18.246711
84,0.7184319215829468,0.6357131371395301,0.7949522976395098,2025-03-24T23:21:39.350251
85,0.7901848732975421,0.8197464535785461,0.7746277266038571,2025-02-06T21:51:56.778024
86,0.7943031633877566,0.613658064042762,0.9235442649307648,2025-01-21T06:27:03.405568
87,0.9115857917180386,0.7769272468903349,0.5213597987604852,2025-04-03T04:31:37.381300
88,0.8848916666930118,,0.6320526991083483,2025-02-17T02:07:24.659170
89,0.9572916953471347,0.7088856758087481,0.9466933975159826,2025-01-09T09:38:09.747039
90,0.8369423282969652,0.8245166390162241,0.9184239784287307,2025-01-05T08:30:12.902720
91,0.7346823313221075,0.6115900949768388,0.7141586738092851,2025-01-11T03:12:01.880410
92,0.9068409882946685,0.6141923117247015,0.7914623209667222,2025-02-27T23:40:05.428503
93,0.9206276640989003,0.9125882130506702,0.6303691560011323,2025-03-15T04:49:22.833312
94,0.8627703872951539,0.7368724437362799,0.5884169450701678,2025-02-09T00:20:45.594343
95,0.9235804821868226,0.6482829948077162,0.7179382503217916,2025-01-06T20:54:13.423446
96,0.8432007229456733,0.7984524388208256,0.6660755471722448,2025-02-05T06:25:38.032507
97,0.8515925205207783,0.8925975501774721,0.7743183725699099,2025-04-03T01:23:09.155965
98,0.8239868953239794,0.6820119904488003,0.5365352793735428,2025-02-18T21:34:10.529059
99,0.7073715467557875,0.83669838081122,0.9579655596030983,2025-03-31T17:50:26.815356
100,0.7312885138280583,0.6324320366976318,0.9635190499054134,2025-03-21T13:11:58.474434
101,0.7091144638491529,0.6196390540440709,0.8281360055892802,2025-01-02T01:27:53.193287
102,0.8845590192664963,0.8019147599958962,0.7519652921817366,2025-03-08T14:33:10.033633
103,0.7911632345121347,0.8054413462118405,0.645477979654574,2025-03-05T00:01:33.004478
104,0.8474855004377638,0.8422233625693185,0.8824836592622659,2025-02-19T14:59:38.678465
105,0.963194277438567,0.8759147068146114,0.8218236511003233,2025-01-25T15:48:54.836900
106,0.7722947464531738,0.9708237901957631,0.5764299614920989,2025-03-01T05:38:45.489866
107,0.8190110476803326,0.7961941323544542,0.9281357767121059,2025-01-11T07:25:17.222089
108,0.919109830177484,,0.8865925041738894,2025-02-10T04:18:15.748167
109,0.7663514679925705,0.9021707540121073,0.9464059592472043,2025-02-11T22:21:14.447625
110,0.72232417385035,0.7029162554795881,0.8410881689425291,2025-03-30T03:33:10.311617
111,0.7840279213449927,0.7668091398681417,0.7883051420898212,2025-03-22T22:37:54.648361
112,0.7467541733036612,0.6298134249100611,0.6965742270565909,2025-01-25T08:11:38.093486
113,0.9696123191793462,,0.9383823871763862,2025-02-16T06:17:39.471453
114,0.9343549100736809,0.9658063975776116,0.9070500280651919,2025-01-17T12:14:52.210930
115,0.8836870893880228,0.9176724457946382,0.5212527749499091,2025-03-26T08:11:53.353859
116,0.9527235711544382,0.8644701983156052,0.5123924780137085,2025-03-22T10:48:00.985171
117,,0.7554021188774225,0.6769377824326833,2025-01-28T13:56:49.734523
118,0.7541053170769504,0.6658518416269213,0.8809600654674614,2025-03-01T01:10:57.729677
119,0.9588421095620936,0.6594460762150127,0.9640197807780239,2025-02-26T06:41:20.376513
120,0.8564092501555387,0.6950923013025462,0.5706959388186582,2025-01-15T02:59:44.725105
121,0.9341576449975781,0.8087061325883258,0.7792414362155035,2025-03-12T11:14:24.973497
122,0.959866476977813,0.8715464506260236,0.6790187026165801,2025-02-19T20:20:11.565159
123,0.7922210077418405,0.8508750031527379,0.9558597669728635,2025-03-13T22:59:04.782884
124,0.7319150581130263,0.7063748808394582,0.8957958938737831,2025-02-19T00:19:06.257243
125,,0.9628488066520138,0.8940144912142348,2025-01-01T01:16:06.452755
126,0.8238612587016143,0.880400828344392,0.7202857851036361,2025-01-30T22:58:27.993572
127,0.937224282117523,0.8106545399543322,0.6949651660987026,2025-01-02T19:11:57.094056
128,0.9496118691443396,0.8324538835690538,0.628501323807432,2025-03-27T20:43:48.538106
129,0.7020161178540453,0.7594480237225602,0.5264964834259357,2025-03-23T04:59:42.422446
130,0.8481167177474941,0.6941377760104398,0.906419516839875,2025-03-18T20:37:28.820556
131,0.8210491909131459,0.7352696178874794,0.8820634742911364,2025-01-29T10:03:46.180436
132,0.7644112650365117,0.8879815219764603,0.9698673064444814,2025-01-06T08:28:38.494491
133,0.734760956526768,0.6054695256793072,0.9684193134247355,2025-03-23T03:24:55.049331
134,0.7979083997070521,0.6441076033926282,0.7610529016332349,2025-03-29T12:19:23.105888
135,0.9734438141346305,0.617481003968266,0.8614240851348399,2025-01-08T21:58:42.172280
136,,0.6154769448812086,0.9440398930447411,2025-02-14T21:55:16.725882
137,0.8504492803055761,0.9250750219241827,0.8993342736183834,2025-01-07T09:30:45.279753
138,0.9038754980796015,0.867389986564409,0.6162536078193029,2025-03-12T07:00:24.984457
139,0.8054525846899953,0.7801860550531835,0.7117557435957439,2025-03-12T18:36:43.351919
140,0.9818168039890786,0.6371769810473805,0.5607049251212026,2025-01-12T20:46:14.901688
141,,0.7868140325443963,0.9484039828115995,2025-02-13T22:10:15.246065
142,0.7730168657893556,0.7799192728966149,0.7849020781919136,2025-02-20T19:27:29.191391
143,0.8442020667087917,0.6658167105658057,0.6074621185866275,2025-01-25T11:53:33.303439
144,,0.7648636267104297,0.8156993216707527,2025-03-22T15:02:47.576703
145,0.7826037433694656,0.7514317990710019,0.790520273015211,2025-02-09T02:30:54.476260
146,0.7106972147328144,0.8340230372598423,0.668336477475435,2025-01-20T13:45:57.627088
147,0.8767736568541701,0.8413355873297046,0.5533720683338257,2025-02-19T20:09:09.298547
148,0.8457769167363698,0.6172155237133768,0.8156394019286158,2025-03-09T10:58:43.673296
149,0.7149288378624968,0.742352793558059,0.7445446194247828,2025-01-19T14:09:02.763760
150,,0.8378267679714098,0.8629896441157504,2025-01-29T19:22:59.462411
151,0.9633971069303295,0.7911917782604333,0.7444768455226369,2025-04-02T23:13:47.781942
152,0.7694729482934219,0.9254661396515624,0.9005253051497139,2025-03-02T01:25:19.669639
153,0.7420195129064546,0.8503035800151991,0.7593962142240082,2025-02-10T11:42:03.587937
154,0.8419413004804932,0.6619150822909433,0.7636408466216316,2025-02-17T19:58:38.354892
155,0.9858386316920742,0.6268161240121634,0.9120271932494222,2025-01-12T04:23:09.341997
156,0.770196028738335,0.8441193257183999,0.6896369471198266,2025-01-21T18:22:34.084139
157,0.8949193087477048,0.6100742980058163,0.5629871573718012,2025-02-01T05:52:11.735127
158,,0.822594720883916,0.5135278578672693,2025-02-24T08:51:43.334480
159,0.7689148877577958,,0.8549145101666009,2025-01-22T06:23:30.682133
160,,0.818680187592834,0.7915454891361283,2025-01-21T08:26:22.742456
161,0.8066571084885834,0.7475045719584783,0.830917491006635,2025-01-07T13:27:42.682448
162,0.883368690872138,0.8444495230080942,0.600093155909188,2025-02-28T07:46:45.017989
163,0.8837236161206594,0.7741360983867763,0.5640945935257818,2025-01-22T03:47:24.968762
164,0.8553746583816799,0.8073343799400553,0.5068359928639045,2025-03-25T16:12:40.597631
165,0.7261840333157784,0.9577566273350795,0.6647761526391006,2025-03-21T10:39:41.498895
166,0.942237723720879,0.7467190023642942,0.7772613128216775,2025-01-07T13:09:38.862240
167,0.7930262188418034,0.9652524142530874,0.6843547011968741,2025-01-22T23:53:29.646320
168,0.7540903680159576,0.9440332439433042,0.7056132133511527,2025-03-03T19:47:06.336051
169,0.7118247910508815,0.6744006312199327,0.9249545864120617,2025-01-20T19:10:29.275782
170,0.8713589535245901,0.6263572943325628,0.6636800695009512,2025-01-13T05:27:58.224914
171,0.8964936649342619,0.6382956405234221,0.7415750599051111,2025-03-28T10:57:35.752105
172,0.7048104703890783,0.6069242937475888,0.8683169159883373,2025-02-22T18:34:01.478817
173,0.8485069869067915,0.6358883250872528,0.686375107690997,2025-02-13T16:22:44.231382
174,0.765683774807402,0.8595425738982155,0.7923807491071005,2025-03-14T12:16:37.009681
175,0.8871001092187404,0.627051686414887,0.9053109431109702,2025-03-16T15:01:08.920390
176,0.7505662644114475,0.7212107395116293,0.9462746931190917,2025-01-18T14:19:37.277390
177,0.9003719440497151,0.9210526181683927,0.5691245360366478,2025-01-09T22:59:29.191291
178,0.8121532504271558,0.6088433355796138,0.9354961838259024,2025-02-09T20:03:59.808180
179,0.971651696733653,0.9094980233837956,0.7312946577473829,2025-02-09T03:29:33.222366
180,0.739881073802338,0.707104814413892,0.6213748625005104,2025-02-13T03:51:19.421328
181,0.7989092418045749,0.6449026344962293,0.7157938054319828,2025-03-09T09:04:54.950657
182,0.7329073211597708,0.8647601228383772,0.9606153103841741,2025-03-04T05:30:53.629281
183,0.9681611493007832,0.8389982817763559,0.7315305041766487,2025-04-01T22:52:02.028941
184,0.9544284124804845,0.9334393651402801,0.6545132568351288,2025-01-10T02:17:22.982441
185,0.7748030720373951,0.8793269966454765,0.7976984015288611,2025-02-07T05:00:33.905858
186,0.8913953733499119,0.9053227535462425,0.6128684408257508,2025-02-01T08:34:09.532151
187,0.9369944380583526,0.7071731375770964,0.5356557642110721,2025-03-21T15:10:47.539696
188,0.8610082353638441,0.6674270266362946,0.5605734692980051,2025-01-23T23:31:00.900177
189,0.8535986677232419,0.8852336056235262,0.560181544310153,2025-01-18T13:52:52.293553
190,0.770137164361131,0.9065972009215603,0.5713942659507784,2025-02-11T11:01:11.063582
191,0.7269998026637108,0.9763919539602558,0.5652487711452228,2025-02-08T23:43:43.220603
192,0.9601925698064647,0.7567947172263421,0.8012111300575109,2025-01-26T17:48:35.850786
193,0.9611212365773658,0.7413668726012576,0.5854836396675981,2025-01-24T02:04:04.282985
194,0.8835994226092477,0.8950369250819588,0.6624636231622157,2025-03-27T07:47:33.303210
195,0.7983186394041232,0.7295053452961467,0.9214905526558256,2025-02-10T22:51:32.204742
196,0.8012707766376717,0.9536877837293546,0.72276197092355,2025-03-21T14:27:45.016389
197,0.9105271468723694,0.9261968457003444,0.8137521371048827,2025-02-20T20:36:54.991512
198,0.9601619753862474,0.763017730402507,0.580990339464766,2025-01-05T16:12:15.619469
199,0.957255063036884,0.885331005760769,0.5903758388400753,2025-04-03T08:23:49.683201
200,0.9261639082987109,0.8867262921521792,0.519208249645245,2025-03-19T06:17:58.784215
13,0.9414083658321223,0.8477452786109881,0.9467853590606513,2025-01-03T10:51:23.322757
61,0.8127164140099498,0.8337027461456845,0.5552373359852393,2025-04-02T10:45:05.479706
127,0.937224282117523,0.8106545399543322,0.6949651660987026,2025-01-02T19:11:57.094056
185,0.7748030720373951,0.8793269966454765,0.7976984015288611,2025-02-07T05:00:33.905858
104,0.8474855004377638,0.8422233625693185,0.8824836592622659,2025-02-19T14:59:38.678465
